name,RAM,CPU,Storage,Resolution,Refresh rate,GPU,Price
Lenovo IdeaPad 5 Pro 16ARH7 Storm Grey celokovový,16 GB,AMD Ryzen 5 6600HS,"512 GB (0,51 TB)",2560 × 1600 px,60 Hz,"512 GB (0,51 TB)","26 989,-"
ASUS ROG Strix G16 G614JI-N3119W Eclipse Gray kovový,16 GB,Intel Core i9 13980HX Raptor Lake,1 000 GB (1 TB),1920 × 1200 px,165 Hz,RTX 4070,"53 990,-"
VICTUS by HP 16-e0070nc Ceramic White,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,4ks,"22 490,-"
OMEN 17-ck1002nc Shadow Black,32 GB,Intel Core i9 12900H Alder Lake,2 000 GB (2 TB),2560 × 1440 px,165 Hz,2 000 GB,"74 990,-"
Lenovo IdeaPad Gaming 3 15ARH7 Onyx Grey,16 GB,AMD Ryzen 5 7535HS,"512 GB (0,51 TB)",2560 × 1440 px,165 Hz,Bez operačního systému,"24 989,-"
ASUS Zenbook 14X OLED UX3404VC-M3174W Sandstone Beige...,32 GB,Intel Core i9 13900H Raptor Lake,1 000 GB (1 TB),2880 × 1800 px,120 Hz,0 ×,"44 990,-"
ASUS ROG Zephyrus G14 GA402NV-N2018W Eclipse Gray...,16 GB,AMD Ryzen 7 7735HS,1 000 GB (1 TB),2560 × 1600 px,165 Hz,1 000 GB,"46 490,-"
Lenovo IdeaPad Gaming 3 15IAH7 Onyx Grey,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,120 Hz,RTX 3050,"24 989,-"
ASUS ROG Strix G16 G614JI-N3093W Eclipse Gray kovový,16 GB,Intel Core i7 13650HX Raptor Lake,1 000 GB (1 TB),1920 × 1200 px,165 Hz,RTX 4070,"49 990,-"
Lenovo Legion Slim 5 16IRH8 Storm Grey kovový,32 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"48 989,-"
ASUS Zenbook 14X OLED UX3404VC-M3173W Sandstone Beige...,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2880 × 1800 px,120 Hz,1 ×,"43 990,-"
Lenovo Legion Pro 5 16ARX8 Onyx Grey kovový,32 GB,AMD Ryzen 7 7745HX,1 000 GB (1 TB),2560 × 1600 px,240 Hz,RTX 4070,"49 989,-"
ASUS Vivobook Pro 16 OLED K6602VU-OLED006W Quiet Blue...,16 GB,Intel Core i9 13900H Raptor Lake,1 000 GB (1 TB),3200 × 2000 px,120 Hz,Windows 11 Home,"51 990,-"
Acer Swift X 14 Steel Gray celokovový,16 GB,Intel Core i5 13500H Raptor Lake,"512 GB (0,51 TB)",2880 × 1800 px,120 Hz,512 GB,"31 890,-"
Acer Nitro 16 Obsidian Black,16 GB,AMD Ryzen 5 7640HS,1 000 GB (1 TB),1920 × 1200 px,165 Hz,1 000 GB,"29 990,-"
Dell Gaming G15 (5530),16 GB,Intel Core i7 13650HX Raptor Lake,"512 GB (0,51 TB)",1920 × 1080 px,165 Hz,NVIDIA GeForce,"37 790,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,Windows 11 Home,"28 990,-"
Lenovo IdeaPad 5 Pro 16ARH7 Cloud Grey celokovový,16 GB,AMD Ryzen 7 6800HS,1 000 GB (1 TB),2560 × 1600 px,120 Hz,1 000 GB (1 TB),"29 989,-"
Lenovo Legion Slim 5 16IRH8 Misty Grey kovový,16 GB,Intel Core i5 12450H Alder Lake,"512 GB (0,51 TB)",2560 × 1600 px,165 Hz,NVIDIA GeForce,"28 790,-"
Lenovo IdeaPad Gaming 3 15IAH7 Onyx Grey,8 GB,Intel Core i5 12450H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,120 Hz,RTX 3050,"17 989,-"
Acer Nitro 5 Obsidian Black,32 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"41 990,-"
Lenovo Legion 7 16ACHg6 Storm Grey celokovový,32 GB,AMD Ryzen 9 5900HX,1 000 GB (1 TB),2560 × 1600 px,165 Hz,Windows 11 Home,"54 390,-"
Lenovo Legion Slim 5 14APH8 Storm Grey celokovový,16 GB,AMD Ryzen 7 7840HS,"512 GB (0,51 TB)",2880 × 1800 px,120 Hz,RTX 4050,"34 990,-"
ASUS ROG Strix SCAR 15 G533ZX-LN064W Off Black,32 GB,Intel Core i9 12900H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,240 Hz,RTX 3080 Ti,"75 990,-"
Lenovo IdeaPad Gaming 3 15IHU6 Shadow Black,8 GB,Intel Core i5 11320H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,120 Hz,GTX 1650,"16 499,-"
VICTUS by HP 15-fa1001nc Performance Blue,16 GB,Intel Core i5 12500H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,250 Nits,Pevný (klasický notebook),"30 290,-"
Lenovo LOQ 15IRH8 Storm Grey,16 GB,Intel Core i5 13420H Raptor Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,NVIDIA GeForce,"24 989,-"
GIGABYTE AORUS 15 BSF,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"46 890,-"
Lenovo IdeaPad Gaming 3 15IAH7 Onyx Grey,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,120 Hz,RTX 3050,"24 989,-"
Lenovo Yoga Pro 7 14ARP8 Tidal Teal celokovový,16 GB,AMD Ryzen 7 7735HS,1 000 GB (1 TB),3072 × 1920 px,120 Hz,1 000 GB (1 TB),"34 989,-"
Dell XPS 15 9530,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),1920 × 1200 px,60 Hz,NVIDIA GeForce,"63 290,-"
Razer Blade 18 QHD+ Black,32 GB,Intel Core i9 13950HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,1 000 GB,"102 990,-"
MSI Vector GP68HX 13VH-239XCZ,32 GB,Intel Core i9 13950HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,RTX 4080,"64 690,-"
Lenovo Legion Pro 7 16IRX8H Onyx Grey kovový,32 GB,Intel Core i9 13900HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"77 990,-"
VICTUS by HP 15-fb0920nc Performance Blue,16 GB,AMD Ryzen 5 5600H,1 000 GB (1 TB),1920 × 1080 px,144 Hz,"Numerická klávesnice, Operační systém","22 990,-"
ASUS ROG Strix G17 G713PV-HX048 Eclipse Gray kovový,16 GB,AMD Ryzen 9 7845HX,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Bez operačního systému,"38 990,-"
Acer Predator Helios 3D 15 SpatialLabs Abyssal Black...,32 GB,Intel Core i9 13900HX Raptor Lake,2 000 GB (2 TB),3840 × 2160 px,350 Nits,Windows 11 Home,"89 990,-"
Lenovo LOQ 15APH8 Storm Grey,16 GB,AMD Ryzen 7 7840HS,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,RTX 4050,"29 989,-"
Acer Nitro 5 Shale Black,8 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,"512 GB (0,51 TB)","17 990,-"
ASUS ROG Strix Scar 18 G834JZ-NEBULA020W Black,32 GB,Intel Core i9 13980HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,Windows 11 Home,"85 490,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Windows 11 Home,"23 990,-"
Lenovo IdeaPad Pro 5 16IRH8 Arctic Grey celokovový,16 GB,Intel Core i5 13500H Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,120 Hz,RTX 3050,"27 989,-"
Lenovo IdeaPad Gaming 3 15IHU6 Shadow Black,16 GB,Intel Core i5 11320H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,120 Hz,RTX 3050,"17 989,-"
Acer Predator Helios 18 Abyssal Black kovový,32 GB,Intel Core i9 13900HX Raptor Lake,2 000 GB (2 TB),2560 × 1600 px,16:10,RTX 4080,"88 990,-"
Acer Swift X 16 Steel Gray celokovový,32 GB,AMD Ryzen 7 7840HS,1 000 GB (1 TB),3200 × 2000 px,120 Hz,1 080 px,"44 990,-"
VICTUS by HP 15-fa0977nc Mica Silver,Intel Core i5 12450H Alder Lake,"15,6""","512 GB (0,51 TB)",1920 × 1080 px,144 Hz,1 ×,"22 990,-"
ASUS ROG Strix G18 G814JI-N5077W Eclipse Gray kovový,32 GB,Intel Core i7 13650HX Raptor Lake,1 000 GB (1 TB),1920 × 1200 px,165 Hz,RTX 4070,"55 990,-"
Lenovo IdeaPad Gaming 3 15ACH6 Shadow Black,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",1920 × 1080 px,120 Hz,RTX 3050,"22 990,-"
ASUS TUF Gaming F15 FX506HC-HN004W Graphite Black,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"19 990,-"
ASUS ROG Zephyrus G14 GA402XV-NEBULA028W Moonlight...,32 GB,AMD Ryzen 9 7940HS,1 000 GB (1 TB),2560 × 1600 px,165 Hz,Windows 11 Home,"55 490,-"
Acer Nitro 5 Shale Black,8 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,"512 GB (0,51 TB)","17 990,-"
MSI Katana 15 B13VFK-292CZ,16 GB,Intel Core i7 13620H Raptor Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB (1 TB),"34 990,-"
Acer Nitro 16 Obsidian Black,32 GB,AMD Ryzen 7 7840HS,1 000 GB (1 TB),2560 × 1600 px,165 Hz,1 000 GB,"41 990,-"
Dell Gaming G15 (5530),16 GB,Intel Core i7 13650HX Raptor Lake,1 000 GB (1 TB),1920 × 1080 px,165 Hz,Windows 11 Home,"39 990,-"
Lenovo Legion 5 17ACH6H Phantom Blue/Shadow Black,16 GB,AMD Ryzen 7 5800H,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Bez operačního systému,"35 990,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Bez operačního systému,"19 990,-"
Razer Blade 16 QHD+,16 GB,Intel Core i9 13950HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,1 000 GB,"72 990,-"
Acer Nitro 5 Obsidian Black,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB,"29 490,-"
ASUS Zenbook 14X OLED UX3404VC-M9170W Inkwell Gray...,16 GB,Intel Core i5 13500H Raptor Lake,1 000 GB (1 TB),2880 × 1800 px,120 Hz,0 ×,"36 490,-"
ASUS ProArt StudioBook Pro 16 OLED H7600ZX-OLED007X...,32 GB,Intel Core i7 12700H Alder Lake,4 000 GB (4 TB),3840 × 2400 px,550 Nits,720 px,"118 490,-"
Alza Gamebook RTX 3060,16 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,720 px,"25 990,-"
MSI Creator Z16HX Studio B13VFTO-012CZ,32 GB,Intel Core i7 13700HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,120 Hz,1 000 GB,"72 990,-"
ASUS ROG Strix G18 G814JI-N6070W Eclipse Gray kovový,32 GB,Intel Core i9 13980HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,RTX 4070,"58 990,-"
MSI GF63 Thin 11UCX-1616CZ kovový,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,512 GB,"17 990,-"
Lenovo Legion Slim 5 14APH8 Storm Grey celokovový,32 GB,AMD Ryzen 7 7840HS,1 000 GB (1 TB),2880 × 1800 px,120 Hz,1 000 GB (1 TB),"44 990,-"
ASUS Vivobook Pro 15 OLED K6500ZC-L1024 Quiet Blue...,16 GB,Intel Core i5 12500H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,60 Hz,", Čtečka paměťových karet, ","20 490,-"
ASUS ROG Flow Z13 GZ301ZC-LD122W Black + ROG XG Mobile...,16 GB,Intel Core i7 12700H Alder Lake,"512 GB (0,51 TB)",1920 × 1200 px,120 Hz,"512 GB (0,51 TB)","59 990,-"
Lenovo Legion 5 15ACH6A Phantom Blue/Shadow Black,16 GB,AMD Ryzen 5 5600H,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB (1 TB),"25 989,-"
ASUS ROG Zephyrus G16 GU603ZV-N3009 Eclipse Gray...,16 GB,Intel Core i7 12700H Alder Lake,"512 GB (0,51 TB)",1920 × 1200 px,165 Hz,Bez operačního systému,"41 490,-"
ASUS ROG Strix SCAR 17 G733PZ-LL037W Off Black kovový,32 GB,AMD Ryzen 9 7845HX,1 000 GB (1 TB),2560 × 1440 px,240 Hz,1 000 GB,"64 990,-"
MSI Vector GP66 12UHSO-659CZ,16 GB,Intel Core i9 12900H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"59 990,-"
Razer Blade 18 QHD+ Black,32 GB,Intel Core i9 13950HX Raptor Lake,2 000 GB (2 TB),2560 × 1600 px,240 Hz,2 000 GB,"123 990,-"
Lenovo IdeaPad Pro 5 16IRH8 Arctic Grey celokovový,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,120 Hz,Windows 11 Home,"36 990,-"
Microsoft Surface Laptop Studio Platinum + Surface Pen...,32 GB,Intel Core i7 11370H Tiger Lake,2 000 GB (2 TB),2400 × 1600 px,120 Hz,Bez možnosti nabíjet přes USB-C,"74 990,-"
Lenovo Legion S7 16IAH7 Onyx Grey celokovový,16 GB,Intel Core i5 12500H Alder Lake,1 000 GB (1 TB),1920 × 1200 px,165 Hz,NVIDIA GeForce,"32 989,-"
Lenovo LOQ 15IRH8 Storm Grey,16 GB,Intel Core i5 13420H Raptor Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,NVIDIA GeForce,"26 989,-"
Lenovo Legion Slim 7 16IRH8 Storm Grey celokovový,32 GB,Intel Core i9 13900H Raptor Lake,1 000 GB (1 TB),3200 × 2000 px,165 Hz,NVIDIA GeForce,"57 490,-"
Acer Nitro 5 Obsidian Black,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Bez operačního systému,"23 990,-"
MSI Katana 17 B11UCX-891CZ,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"18 990,-"
Acer Nitro 5 Obsidian Black,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB,"26 990,-"
Acer Predator Helios 18 Abyssal Black kovový,32 GB,Intel Core i9 13950HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,165 Hz,Windows 11 Home,"66 990,-"
Acer Nitro 5 Obsidian Black,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Windows 11 Home,"26 490,-"
Microsoft Surface Laptop Studio Platinum + Surface Pen...,16 GB,Intel Core i7 11370H Tiger Lake,"512 GB (0,51 TB)",2400 × 1600 px,120 Hz,MS Surface 6-pin,"51 990,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Bez operačního systému,"19 990,-"
MSI Stealth 16 Studio A13VG-077CZ,32 GB,Intel Core i7 13700H Raptor Lake,2 000 GB (2 TB),2560 × 1600 px,240 Hz,2 000 GB,"62 590,-"
MSI Vector GP76 12UH-278CZ,16 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,360 Hz,Windows 11 Home,"57 490,-"
ASUS ROG Flow X16 GV601VV-NEBULA014W Off Black kovový,16 GB,Intel Core i9 13900H Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,16:10,NVIDIA GeForce,"60 990,-"
Lenovo Yoga Slim 7 ProX 14IAH7 Ultimate Grey/Cloud Grey...,16 GB,Intel Core i5 12500H Alder Lake,1 000 GB (1 TB),3072 × 1920 px,120 Hz,1 000 GB,"30 490,-"
Acer Nitro 5 Shale Black ,16 GB,Intel Core i7 11800H Tiger Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,Windows 11 Home,"29 990,-"
Acer Swift X Pure Silver + Steam Blue celokovový,16 GB,AMD Ryzen 5 5500U,"512 GB (0,51 TB)",1920 × 1080 px,300 Nits,720 px,"19 990,-"
Lenovo Legion Pro 7 16IRX8H Onyx Grey kovový,32 GB,Intel Core i9 13900HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,RTX 4080,"84 989,-"
ASUS TUF Gaming F17 FX707ZC4-HX032 Mecha Gray kovový,16 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Bez operačního systému,"29 990,-"
ASUS ROG Strix SCAR 16 G634JY-NEBULA034W Off Black...,32 GB,Intel Core i9 13980HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,16:10,Windows 11 Home,"91 990,-"
OMEN 17-ck1001nc Shadow Black,16 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,Windows 11 Home,"45 990,-"
ASUS Vivobook Pro 15 OLED M3500QC-OLED528W Cool Silver...,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",1920 × 1080 px,60 Hz,"512 GB (0,51 TB)","20 990,-"
GIGABYTE G5 GE,8 GB,Intel Core i5 12500H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,512 GB,"17 990,-"
Alza Gamebook i5 RTX 3070,32 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,", Operační systém","32 990,-"
Lenovo Legion Slim 5 16IRH8 Storm Grey kovový,16 GB,Intel Core i5 13500H Raptor Lake,"512 GB (0,51 TB)",1920 × 1200 px,144 Hz,NVIDIA GeForce,"31 989,-"
Lenovo Yoga Pro 9 16IRP8 Tidal Teal celokovový,32 GB,Intel Core i9 13905H Raptor Lake,1 000 GB (1 TB),3200 × 2000 px,16:10,NVIDIA GeForce,"56 390,-"
ASUS TUF Gaming F15 FX506HF-HN067W Graphite Black,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"17 990,-"
ASUS ROG Zephyrus G14 GA402XV-NEBULA051W Eclipse Gray...,32 GB,AMD Ryzen 9 7940HS,1 000 GB (1 TB),2560 × 1600 px,165 Hz,Windows 11 Home,"55 990,-"
ASUS TUF Gaming F15 FX506HF-HN004 Graphite Black,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,512 GB,"18 490,-"
Lenovo Yoga Slim 7 Pro 16ACH6 Storm Grey celokovový,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",2560 × 1600 px,400 Nits,"512 GB (0,51 TB)","22 989,-"
Lenovo LOQ 15IRH8 Storm Grey,16 GB,Intel Core i5 13500H Raptor Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,NVIDIA GeForce,"32 989,-"
ASUS TUF Gaming F15 FX506HC-HN391W Graphite Black,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"22 990,-"
GIGABYTE G5 KF,16 GB,Intel Core i5 12500H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,512 GB,"25 990,-"
Lenovo Yoga Pro 7 14IRH8 Tidal Teal celokovový,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),3072 × 1920 px,120 Hz,RTX 4050,"40 990,-"
Lenovo Legion 5 Pro 16IAH7H Storm Grey kovový,32 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),2560 × 1600 px,165 Hz,RTX 3070 Ti,"54 990,-"
ASUS ROG Flow Z13 GZ301VU-NEBULA008W Black kovový,16 GB,Intel Core i9 13900H Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,165 Hz,Windows 11 Home,"55 990,-"
Acer Nitro 5 Obsidian Black ,16 GB,Intel Core i5 12500H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"29 990,-"
Lenovo Legion Slim 5 14APH8 Storm Grey celokovový,16 GB,AMD Ryzen 7 7840HS,1 000 GB (1 TB),2880 × 1800 px,120 Hz,1 000 GB (1 TB),"39 990,-"
Acer Aspire 7 Charcoal Black,16 GB,AMD Ryzen 7 5825U,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 ×,"21 990,-"
Acer Nitro 5 Obsidian Black,32 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,Windows 11 Home,"39 990,-"
Lenovo LOQ 15IRH8 Storm Grey,16 GB,Intel Core i5 13500H Raptor Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,NVIDIA GeForce,"27 989,-"
ASUS ROG Strix G18 G814JV-N6045W Eclipse Gray kovový,32 GB,Intel Core i9 13980HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,RTX 4060,"49 990,-"
ASUS TUF Gaming F15 FX506HF-HN004W Graphite Black,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,512 GB,"17 990,-"
Lenovo Legion Pro 5 16IRX8 Onyx Grey kovový,32 GB,Intel Core i7 13700HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"53 989,-"
Lenovo Legion 5 15ACH6A Phantom Blue/Shadow Black,16 GB,AMD Ryzen 7 5800H,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB (1 TB),"29 989,-"
Lenovo IdeaPad Gaming 3 15IHU6 Shadow Black,8 GB,Intel Core i5 11320H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,120 Hz,512 GB,"15 499,-"
Lenovo Legion Pro 5 16IRX8 Onyx Grey kovový,16 GB,Intel Core i7 13700HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"39 989,-"
Acer Nitro 5 Obsidian Black ,32 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"39 990,-"
MSI Vector GP68HX 12VH-046XCZ,32 GB,Intel Core i9 12900HX Alder Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,Bez operačního systému,"57 990,-"
VICTUS by HP 16-r0902nc Mica Silver,16 GB,Intel Core i5 13500H Raptor Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Bez možnosti nabíjet přes USB-C,"33 990,-"
Lenovo Legion 5 Pro 16IAH7H Storm Grey kovový,16 GB,Intel Core i5 12500H Alder Lake,"512 GB (0,51 TB)",1920 × 1200 px,165 Hz,RTX 3060,"28 989,-"
Lenovo IdeaPad 5 Pro 16ARH7 Storm Grey celokovový,16 GB,AMD Ryzen 7 6800HS,1 000 GB (1 TB),2560 × 1600 px,120 Hz,1 000 GB (1 TB),"27 989,-"
Acer Nitro 5 Obsidian Black,32 GB,Intel Core i9 12900H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,Windows 11 Home,"41 590,-"
Lenovo Legion Slim 5 16IRH8 Misty Grey kovový,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"40 989,-"
Lenovo IdeaPad Gaming 3 15ARH7 Onyx Grey,16 GB,AMD Ryzen 5 7535HS,"512 GB (0,51 TB)",2560 × 1440 px,165 Hz,RTX 4050,"24 989,-"
MSI Katana GF66 12UGSZOK-1036CZ,16 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB,"47 690,-"
Acer Predator Helios Neo 16 Obsidian Black kovový,32 GB,Intel Core i9 13900HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,165 Hz,Windows 11 Home,"43 990,-"
Acer Predator Helios 16 Abyssal Black kovový,32 GB,Intel Core i9 13900HX Raptor Lake,2 000 GB (2 TB),2560 × 1600 px,240 Hz,Windows 11 Home,"54 990,-"
Acer Nitro 5 Obsidian Black,16 GB,Intel Core i5 12500H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"29 990,-"
ASUS TUF Gaming F17 FX706HF-HX014W Graphite Black ,16 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"23 490,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i7 11800H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Windows 11 Home,"27 990,-"
MSI Katana 17 B13VFK-249CZ,16 GB,Intel Core i7 13620H Raptor Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB (1 TB),"38 990,-"
ASUS VivoBook Pro 15 OLED M3500QC-L1408W Quiet Blue...,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",1920 × 1080 px,600 Nits,3ks,"22 990,-"
Lenovo Legion Pro 7 16IRX8 Onyx Grey kovový,32 GB,Intel Core i9 13900HX Raptor Lake,2 000 GB (2 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"99 990,-"
ASUS TUF Dash F15 FX517ZM-HN118W Off Black,16 GB,Intel Core i7 12650H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,720 px,"29 490,-"
Lenovo IdeaPad Gaming 3 15IHU6 Shadow Black,16 GB,Intel Core i5 11320H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,120 Hz,RTX 3050,"18 499,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i7 11800H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Windows 11 Home,"29 990,-"
Acer Swift X Pure Silver + Steel Gray celokovový,16 GB,AMD Ryzen 5 5625U,"512 GB (0,51 TB)",1920 × 1080 px,60 Hz,2 ×,"19 990,-"
MSI Vector GP77 13VG-052CZ,32 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2560 × 1440 px,240 Hz,1 ×,"49 990,-"
ASUS TUF Gaming F15 FX506HF-HN001W Graphite Black,8 GB,Intel Core i5 11400H Tiger Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"16 990,-"
Acer Nitro 5 Obsidian Black ,32 GB,Intel Core i7 12700H Alder Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,1 000 GB,"37 990,-"
Acer Nitro 5 Shale Black,16 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Windows 11 Home,"26 990,-"
ASUS ROG Strix G16 G614JZ-N3001W Eclipse Gray kovový,16 GB,Intel Core i7 13650HX Raptor Lake,"512 GB (0,51 TB)",1920 × 1200 px,165 Hz,RTX 4080,"60 990,-"
